,minLC,maxLC,minNu,maxNu
mp-274,3.3900252815444696,3.4474833371638716,-0.11731997040773295,0.6898712282445859
mp-567345,1.1613607658974263,1.8957777823968138,0.07099170826045521,0.7787698913106877
mp-868359,2.924043067798492,3.8719838702992355,0.1816730452895868,0.46337886725769645
mp-4287,2.0636792452830193,3.701519916142557,0.09521417895849245,0.3902787570951962
mp-1349,2.8169014084507036,2.8169014084507054,0.17144597211906787,0.4457717975898174
mp-19876,3.1921780476371184,3.326115588097417,0.1651092772693283,0.3868097395013128
mp-570670,1.3554160941735673,2.005273125626648,0.2826680883707617,0.4712137604095988
mp-2619,1.9595448798988617,4.4879898862199745,-0.04906957977518032,0.5220334602233792
mp-865899,2.127659574468083,2.127659574468085,0.2639150094304207,0.44027517177137904
mp-2583,1.5472099985934458,1.8687081801193566,0.2503959456838081,0.476219138846966
mp-11826,2.300520644145781,3.2691609153650565,0.23569985714349084,0.35635808240940325
mp-18928,2.0160683509340473,4.099733707271416,0.20405732663280624,0.4237985368658344
mp-567750,1.5771855285180891,2.1243723445345695,0.3405302204252866,0.4294653534415158
mp-504543,2.8653295128939824,2.865329512893985,0.23808756726914745,0.37877932573018847
mp-866139,1.7482517482517472,1.74825174825175,-0.357880496314123,1.0547822134303446
mp-19019,1.6335495326297718,2.8525205810218366,-0.11043810715802489,0.833566554681511
mp-28024,2.060154790146056,3.1554784753379197,0.18690090620603916,0.4347464019851995
mp-979,3.7138918979532827,4.582004739745886,0.10623785576063503,0.35221492308727764
mp-21873,2.9585798816568043,2.958579881656805,0.10664172176328483,0.54578523708744
mp-13434,3.134796238244513,3.1347962382445154,0.14646417056233102,0.4294520390006813
mp-10887,2.4752475247524752,2.4752475247524757,0.029068057130742796,0.6041354459192011
mp-758104,1.6056050211647952,2.7246630662190445,-0.10078095896039267,0.7675715852866756
mp-20489,2.9060419818641146,3.3835072454541737,0.2050387609227963,0.38684955676059607
mp-2780,2.884120495411498,4.543298065855892,0.025242727131025895,0.5435823791092879
mp-30746,2.5906735751295327,2.590673575129534,0.23736400912182534,0.4100193749927482
mp-8432,3.1476997578692503,7.796610169491525,0.14929339364473734,0.29698818344017774
mp-567982,2.647701610794117,3.756359145912977,0.12581387341373515,0.47552275146946427
mp-643409,3.2154340836012847,3.2154340836012865,0.16518894033870307,0.4446233761090338
mp-1045,2.659574468085106,2.659574468085107,0.19245058175909951,0.4396658309961609
mp-773534,1.460564751703992,4.138266796494643,0.014489038668326088,0.6610139610612263
mp-765777,1.4945035444839825,3.8809716575211257,0.051519601475829735,0.6074872856451016
mp-625,3.1055900621118,3.1055900621118013,0.11074812427064182,0.46151051539771526
mp-761315,1.86225547672725,2.4441971879802256,-0.09393363140019652,0.7566281116487957
mp-760408,2.451207103875682,5.5961520673388225,0.14043061524993197,0.41605244851524004
mp-18949,1.1927158815745647,5.523249708197184,0.032435180780472875,0.5135236663880512
mp-782682,0.6110353260076608,6.583439648673904,-0.0077460067667214135,0.5294611514853104
mp-864984,1.5923566878980886,1.5923566878980904,0.16323118222171154,0.638481249102743
mp-1539,1.4554756759140828,4.8074802628677284,-0.10557227767746577,0.5728037549168159
mp-6521,1.3793930670504966,5.817440326256449,-0.08046103667075856,0.8800522500018232
mp-2824,1.6796991344340695,2.613504701669361,0.1636306120370081,0.5476761259407575
mp-769930,3.438469620902554,4.421214996815951,-0.0011227381934238085,0.47242647000612864
mp-865870,2.4570024570024565,2.4570024570024573,0.2671537308517064,0.4133636169738981
mp-2490,4.3668122270742336,4.366812227074237,0.014165815611859759,0.4101070590214366
mp-764004,2.4530443378610913,3.2585215831289136,0.08632908040634586,0.5630114946644788
mp-760401,1.733818722277343,1.8091861705365035,0.010317663560453334,0.8336117283717206
mp-5012,3.9983788434327754,4.863469701674012,0.05092163193229356,0.3691856657968538
mp-25035,1.4453978249971184,4.633537489424753,0.12001262312124314,0.4363857189035035
mp-867802,2.652519893899203,2.6525198938992047,0.10164285448028271,0.5184804761718773
mp-1498,2.909250164231863,3.4097663215190672,0.23458410831604098,0.3695412942774417
mp-754495,1.1711865420122396,3.5323520109723088,0.1342920569647994,0.6306778635378961
mp-1380,2.3779724655819763,2.503128911138923,-0.12621137995925294,0.7848822977510396
mp-9029,3.440361444815236,4.0055206453820835,0.18951739526171213,0.3654792645179135
mp-763330,1.129892150720572,3.767166228885956,-0.0018373900303807658,0.527716325210225
mp-3494,1.6330451488952933,3.121998078770414,0.2871168745227263,0.3731343283582092
mp-22167,2.9714002723783577,3.1880648755726138,0.28781129114070647,0.3221286777597021
mp-20627,5.094447624499141,5.266170578133946,0.10193011264044657,0.24458691642632896
mp-752463,0.8969456639758296,4.295897653778972,0.0637774323303291,0.6633781064783116
mp-771199,1.9920207912985888,2.773502934150557,0.07332710250581875,0.6599789805269275
mp-865944,2.4570024570024565,2.4570024570024573,0.1850267129755787,0.5044686761291252
mp-30883,1.9554893379271814,3.0263525467920673,-0.033523826274933714,0.6474373379872499
mp-1029251,1.9224871079530772,4.5233635297997035,-0.15482136876515726,0.6643190237903961
mp-742,2.5808410505541204,2.7832599564799367,-0.019858763997206836,0.6701537448233313
mp-867317,1.8245768300725433,2.6379424049241598,0.27662604612766434,0.4286323307546381
mp-3679,3.484320557491288,3.484320557491289,0.18408972073628227,0.38977659433313766
mp-1138,4.739336492890994,4.739336492890995,0.07962069807006286,0.3166105072964525
mp-21359,1.1287543378649174,3.3954856999685914,0.22655354312830459,0.5267667595979231
mp-767836,1.745503363999843,3.762462234822748,0.048185234409023676,0.6217375134373642
mp-14763,3.7005524870795394,3.9528689974292224,0.15251688755028942,0.3859739395800269
mp-8882,4.15953021776364,4.465378027893321,0.1484654275596191,0.347244195901359
mp-570483,1.7122758433113068,2.0337139077596387,0.07969139914629127,0.6443771314025433
mp-21249,2.6373626373626355,6.300366300366301,-0.002441150280377618,0.5015293294873295
mp-1652,2.0419528494523855,3.1093372934843133,-0.020901110113521956,0.7470009612492459
mp-11454,1.7817371937639193,3.8109378866617183,-0.01836466873168149,0.7787493994001831
mp-2677,2.1367521367521354,2.136752136752137,-0.054272475845741616,0.7188221694121333
mp-30867,2.3094688221709005,2.309468822170901,0.2152772524030313,0.488988328409785
mp-3519,2.5575447570332477,2.5575447570332495,0.3210798438481022,0.33429062959885664
mp-9549,3.2573289902280127,3.300188582204698,0.013119456581034548,0.46940469793607054
mp-19983,1.7194250947888179,6.965876025041883,0.056096343024165385,0.4280087012744447
mp-10312,1.825878631405112,2.325960040006512,-0.30090888844658714,0.9885963915538418
mp-7187,2.0576131687242794,2.0576131687242807,-0.1260564177842829,0.7915842440876786
mp-11449,1.5954784349712183,2.0125969800617334,0.16441178491921457,0.646452853400746
mp-771811,3.7256651099333555,3.8568505011281946,-0.023044551361188388,0.5234268737411797
mp-788,2.976490767833721,3.102613257996166,0.24144404656894702,0.3846940146396405
mp-13155,2.8508552565769736,3.250975292587775,0.061732684987282224,0.5759186583256486
mp-565203,2.1966182296092995,2.247702374483934,0.24282217154043947,0.46295347117618146
mp-30593,2.262968550539631,2.3790182197980747,-0.16747961373754047,0.8194655308257498
mp-639874,1.9717146691442133,2.2297925054196344,0.1484792854467504,0.5727668926461937
mp-559691,2.6919593438663574,4.528529737345275,0.14462467793514983,0.457932572659047
mp-1029903,0.8198276916792789,5.193526540356041,-0.10921231624351752,0.6603318996006636
mp-5920,5.464480874316939,5.464480874316939,0.10611152670906034,0.2290127597488028
mp-17639,4.066133476712143,4.267759930102829,0.16365813992783546,0.32902802758207916
mp-1919,1.7889370864072442,1.9947440078523253,0.21280812604526758,0.5666268890055879
mp-755300,1.6077170418006426,1.6077170418006443,0.361809908298148,0.41521419923655994
mp-782681,0.8960062175850251,5.1590845720351,0.012271508783133156,0.5439261435848155
mp-17695,4.015894487656408,5.960432871153196,0.15270935960591128,0.2959351373882344
mp-862423,2.7322404371584694,2.7322404371584703,0.25322131174463114,0.389828300498493
mp-1029368,1.1456837817003864,5.361800098357806,0.032215114088969925,0.7338454809299543
mp-7142,0.5632785108427008,1.0411620287879677,0.04204126748677646,0.8482708171067715
mp-4359,2.427321035779105,6.127840652589513,0.08883756735950729,0.47957130737267617
mp-8670,3.7562799875433703,4.092498739179681,0.1716816307205736,0.35761403756431015
mp-864969,3.1152647975077885,3.11526479750779,0.07480091726841702,0.4832250713713301
mp-36066,1.729987881556385,9.308811171697593,-0.3595386573270955,0.4230491937242028
mp-12760,3.0130853994490354,3.357438016528926,0.2697076568487418,0.32511978093702776
mp-4822,1.0914051841746235,3.308321964529331,0.02096297160419451,0.533184731760279
mp-754671,1.3100339720674112,3.8412860536891906,0.11192459620415796,0.5270213057844555
mp-19210,0.3740914920906369,2.912569474134246,0.12674072915042198,0.5748533526464767
mp-2395,3.7453183520599236,3.745318352059925,0.17190929146184272,0.36722749465665544
mp-30886,3.85871178391214,4.99653705352726,0.10858835143139396,0.3395853899308983
mp-772053,1.7040661380124842,3.89741859288004,0.09089987899121003,0.5981184753012955
mp-22461,2.8011204481792706,2.801120448179272,-0.1599011208429684,0.7222026118747505
mp-771686,1.411543287327478,3.450439146800502,0.08171327407018433,0.641062204869245
mp-973088,7.518796992481203,7.518796992481206,-0.034791822447191006,0.16392742749932376
mp-640024,2.320185614849186,2.320185614849188,0.01661542258721756,0.6295743858918462
mp-764322,1.4190924293966778,2.5492706111980143,0.11760025009236372,0.6450229629618526
mp-567181,1.4796429509590692,2.371383699983886,0.10475199326595441,0.5855505505244591
mp-557569,3.641693635612333,4.815427512718995,0.06014204628017775,0.41479214988865265
mp-976818,1.7369335228169906,1.973788094110215,-0.0032010900192161263,0.7185189677988341
mp-1019358,3.2938076416337276,3.482025221155657,0.11046086392903451,0.42268041216272473
mp-1029442,1.5191213444488558,4.774381368267832,0.07521006242687123,0.6522146142700487
mp-19421,1.8781571376728123,2.802487443298299,0.08460927758166303,0.6341710740472628
mp-961658,2.0920502092050204,2.092050209205022,0.32668455048997735,0.3838144866880903
mp-16115,1.8126958881040367,3.906067268559667,0.05731411508115769,0.534338673911278
mp-10182,5.10204081632653,5.102040816326531,0.1336451233460145,0.23012552282207385
mp-11737,3.6548296110403404,4.882311166976935,0.06523547866321223,0.47509918751316293
mp-1921,4.0650406504065035,4.065040650406504,0.20434227361587512,0.2916134476916008
mp-11280,2.7076861741889395,2.740909317430522,0.03693181818181816,0.5918502258436632
mp-4158,2.161442048883934,3.4528696881542102,0.0894481357707533,0.5986704703711297
mp-1025293,2.4692508386134926,2.6789042117033173,0.15793724496560893,0.5384522663593134
mp-773305,3.7805468182917963,4.4459230583111555,0.034006188955242045,0.4282454210061457
mp-569196,2.4753455582399275,2.6139649095013664,0.17537563811279444,0.48974932904478
mp-5971,1.8952555436224652,2.5059489965674824,0.29839650732794293,0.4191199069521901
mp-4156,0.602358659024463,9.680396003158487,-0.2208159348674365,0.8085019624168581
mp-389,1.5261210979595599,3.267617528855092,-0.18699833639961252,0.9362157599579547
mp-1688,4.184100418410042,4.184100418410043,0.07496251911090465,0.43328323091203746
mp-3359,2.9806259314456036,3.725782414307005,0.1661188560231857,0.4030097247536914
mp-11413,4.335030821230872,4.727219383096374,0.11316285390532947,0.3271102488899448
mp-10343,2.0224591972392725,2.630611263541991,0.039060162795789694,0.7413982359283947
mp-4763,3.937007874015748,3.937007874015748,0.01994688407425574,0.4576451481712152
mp-13202,3.675009932459276,5.9594755661501795,0.06495472218549449,0.3139538747251273
mp-977463,2.4999999999999987,2.4999999999999996,-0.13499711964983427,0.7370958557881057
mp-34139,1.8419575214316803,2.4875685510749754,0.01477946592672756,0.6865174367602092
mp-5788,3.5661603699030713,4.577265153855411,0.036105073131194286,0.43813192582798477
mp-984873,2.642616019367818,2.6937634261942915,0.19588135873390838,0.4868919441854704
mp-11176,2.531645569620253,2.5316455696202538,0.2797835895780008,0.38388081336467506
mp-36480,1.8961883340618424,4.208246251422361,0.07199547148626995,0.4894987553181854
mp-13092,3.0467649679514803,3.4204248225115688,0.2636291374177767,0.3226002653771911
mp-18918,1.122964285877971,3.0605537163967096,0.11327719577055372,0.6248564144994248
mp-22150,2.4366306812413274,2.673525330806457,0.14210068785320362,0.5128224944334198
mp-562,3.205128205128204,3.205128205128205,0.1274089936938251,0.4753747130544478
mp-1029943,4.184100418410042,4.1841004184100425,0.1858873929484206,0.27326856140391254
mp-21422,1.7690946850242288,3.6766402584416578,0.08071571838188632,0.6863609804901102
mp-11883,1.6184287275206821,1.8648899550619031,0.14605200027361023,0.6645647195666505
mp-7650,3.2519327524849673,4.090481449666626,0.10666485569318557,0.49601982147263834
mp-230,3.2853909615244223,3.905964809812367,0.05420623959287439,0.49983882468176916
mp-36779,1.8075103288029049,9.845432785209336,-0.3915382908293487,0.44136823849894086
mp-1029921,1.796615114882083,4.5055449506920064,-0.054345686242678694,0.7306151496897978
mp-766217,2.355823701392189,4.458874858350323,0.1153778398838356,0.4029922901873869
mp-18924,2.804778829272469,3.61837879501563,0.11953795364808327,0.6057344851335451
mp-16290,1.757469244288225,1.7574692442882258,0.10944449467926544,0.6677923457113074
mp-3427,2.880498248345659,3.93149085247178,0.1154046550108077,0.3837125823963641
mp-20175,3.7944118661607447,4.749648419879534,0.11255411255411252,0.3948942056171175
mp-22469,1.6554809843400449,2.595078299776287,0.20001315421303245,0.46534956390056526
mp-761563,1.5610755160867171,2.6579329282596764,0.08787825415230693,0.6141842792441939
mp-429,2.28310502283105,2.2831050228310508,-0.13242784303324534,0.8590831152828367
mp-2209,3.2653061224489788,10.285714285714283,-0.043800748519828826,0.4064516128988348
mp-9970,3.705770699879537,3.7739704707482944,-0.009443210893982824,0.5313472410230431
mp-1471,3.3003300330033,3.3003300330033007,0.0014231722729903316,0.5160431483946567
mp-776217,1.8361660359528893,3.5592465775227278,0.09904197766141397,0.5667741860682238
mp-754531,-0.3796962066331452,8.011497331838404,0.015063666615723607,0.8092577114639318
mp-22662,1.6537202883529178,2.946417133473861,0.15481369854085775,0.5884449735146989
mp-486,1.2193606563759827,8.518089969983313,-0.05722252167131354,0.6008942520542884
mp-1013524,4.504504504504504,4.504504504504506,0.07113316872324311,0.39028711452923254
mp-998982,2.237136465324384,2.2371364653243857,0.07830383258226986,0.5743233264017326
mp-16043,1.6364872906571453,2.5503698036215257,0.2766442370494931,0.4642934664255914
mp-3299,1.701206309928859,8.557583256005772,0.036217949382437144,0.6217947035279466
mp-561589,2.510550213112196,3.196231253685122,0.09106005334365058,0.5317993192185616
mp-763353,0.589215715692505,6.114022333821618,-0.08792979685020733,0.6001865671267288
mp-864974,1.9011406844106444,1.901140684410648,-0.011749490532480249,0.7036258058061715
mp-1315,4.4642857142857135,4.464285714285714,0.18429005137593896,0.24471299081321485
mp-2557,3.050471436494731,3.6051026067665006,0.15935613873721913,0.45110663921950167
mp-25005,1.7843892441963167,3.745450690788311,0.10588644472953991,0.5406116149456602
mp-762506,2.9585798816568043,2.958579881656805,0.1528231589573686,0.4725135965028042
mp-763136,0.9054602381379984,3.7535205552185698,-0.023993105686411983,0.5075231406697086
mp-607475,3.0766534009699553,4.093629593906856,0.10171374676568148,0.39062491023559137
mp-10700,1.9011406844106462,1.9011406844106462,0.1207665002167333,0.6365512786475227
mp-10755,2.9411764705882337,2.941176470588235,0.21601501845662002,0.39759191121847187
mp-763095,1.0625016920009787,3.620357636311345,-0.06350147167329143,0.5282299409270819
mp-1256,2.9315960912052117,8.143322475570033,0.0984637099921618,0.3232323232260101
mp-14024,2.5252525252525233,2.5252525252525273,0.10421733575737438,0.5546310646573073
mp-542640,2.1176830975823653,2.5982127714401035,0.05324702519702743,0.5869220331894557
mvc-13900,-0.28632748262397556,6.170540252379236,0.1103766888683731,0.8359035175065181
mp-4771,2.4813895781637707,2.4813895781637725,-0.174831700915785,0.7653189655713107
mp-30459,3.7593984962406015,3.7593984962406033,0.21955319544698576,0.2939859616894742
mp-390,0.9324404509621085,3.9840637450199203,0.19451194960641738,0.6139124126979907
mp-768060,1.5759478601305053,3.7882987526656353,-0.08293805218109601,0.723557925652144
mp-755328,2.5288461115485616,4.75471457415969,0.0827914886327332,0.5087527993892227
mp-29736,3.8845538430981295,4.417695872526787,0.07773100487642226,0.39481180716455716
mp-22719,2.169139883837505,5.0292891882710675,0.17152743471899948,0.464773085882444
mp-1361,2.4929670882601838,3.6594012304736623,0.13100339058832297,0.47505495732948255
mp-20674,1.898075625736075,5.733315854090156,0.15895312742508105,0.4831260922216142
mp-9888,3.8872213747970257,4.18245337794617,0.058763430892334226,0.4310527617095736
mp-8308,3.0047517003633657,3.330848784123733,0.1255412571114425,0.45599012042770254
mp-5486,2.7313875448727964,4.058061495239582,0.02291051368426005,0.37934053868778117
mp-568,3.2489170276574475,4.831722759080305,0.07925376489098673,0.38075972128568214
mp-9289,4.025574236324888,4.093230946179088,0.08806154212702864,0.403922871580506
mp-535,1.7241379310344818,1.7241379310344838,0.1632185299445725,0.6092646061115545
mp-569837,2.812939521800281,3.5161744022503525,0.13479047006312808,0.5095856047278244
mp-7173,3.030303030303029,3.0303030303030316,0.16693087512249308,0.4016583237490224
mp-861958,2.1786492374727664,2.1786492374727673,0.2160791913462283,0.46069279519464307
mp-13160,3.136531365313653,7.195571955719558,0.03396439781975297,0.39266253622406433
mp-1029422,2.2003453095265844,2.736124544145605,0.2623622854214706,0.4046243261340888
mp-11808,2.1881838074398243,2.188183807439825,0.08598589403941276,0.57182163008921
mp-865747,4.088307440719542,4.90596892886345,-0.00776822887824607,0.3870725051492292
mp-19407,1.7491920515556232,3.276281607475617,0.12426679937421553,0.5003396141222722
mp-753671,1.5391811765197776,9.505815700693285,-0.37510327073613847,0.4524600058395559
mp-769899,2.6145892650952614,2.8096613482634365,0.1576428438778051,0.5315430610185806
mp-864902,2.551020408163264,2.551020408163266,0.04255322045582989,0.563829786364208
mp-10259,1.866699852441821,1.9022560401073798,0.03341911771705472,0.6254475633585574
mp-20697,1.8456197612885787,3.0116555293754095,0.12326241159653087,0.5700709085299098
mp-763056,1.1667179544300352,5.143669716033604,-0.09950509700105593,0.5888707875194596
mp-4181,2.1538198208478354,3.5516631482855026,0.10048683484380272,0.5633083637875073
mp-5456,2.4875575844938935,4.810835949846249,0.14674260847305773,0.3959135091131497
mp-432,1.4064697609001389,1.406469760900141,0.3308376422576229,0.46154488890464235
mp-5163,1.736751563315263,2.267012813850699,0.08687963697446233,0.6847114579221749
mp-21260,3.0723259190673593,3.893015719366175,0.12854815321554244,0.4349861091525745
mp-20155,3.204963848007794,3.48700066663248,0.14152414660216797,0.4646290925993728
mp-768032,1.6165571084727584,3.357600975714665,0.0357791679155562,0.5530216776295799
mp-971694,3.355704697986577,3.3557046979865777,0.23520339340024596,0.32138034351288103
mp-754238,2.646049530739652,5.085376441890272,0.17495654034378583,0.393273888227046
mp-840,2.3866348448687345,2.3866348448687362,0.1144729928828973,0.5184692604674807
mp-19988,4.540385534490999,4.859009080771068,0.13611036732285722,0.29176096683814795
mp-3716,5.780346820809247,5.780346820809249,0.05310663861600991,0.27099075197495287
mp-570001,2.783501282988805,3.6109773712084747,0.08876772082878952,0.5003780144324832
mp-961656,3.3222591362126237,3.322259136212626,0.1607066349439134,0.4087208589986455
mp-1095178,3.3275041290197223,4.5904983969688145,0.1294117647058823,0.37533404589603636
mp-2643,2.1926469838356026,2.6770689918923085,-0.09207597048496563,0.7362322848504108
mp-4768,2.6483526348864346,4.354071281084478,0.048530726541394675,0.5074071338623176
mp-24854,1.9679941995960422,5.02356414107411,0.10035864575058683,0.5146148252853502
mp-1029474,3.698053283909343,4.910710550992829,0.10867772143569385,0.3973011419643656
mp-1017,2.363608183508989,2.5573465592064473,0.11754075889963725,0.5083884956190965
mp-28945,2.8793168114018646,3.6698306453939584,0.029249778716281587,0.5191197841578052
mp-4883,2.4669101949807866,6.594240713506332,0.058528135452391626,0.49232932240984806
mp-1029466,-1500.0,-1500.0,-1500.0,-1500.0
mp-10086,3.084040092521203,3.308918015934207,0.12537960977212778,0.3756882499616082
mp-573119,1.1034455011012696,2.8563443902614067,0.10615698382739631,0.6261642377482871
mp-21850,2.3809523809523814,2.3809523809523814,0.1150724428863517,0.5770308947758863
mp-697030,4.4444444444444455,4.444444444444447,0.19530033871300614,0.23421709156167803
mp-779985,1.5295197308045272,12.542061792597124,-0.06222638022153495,0.48425045116669113
mp-19418,1.1654008529607762,5.541587058892773,-0.005005897700333132,0.5334998140345795
mp-24964,2.3306469178828144,5.968198649531694,0.07655681648858623,0.5088076771367318
mp-866186,3.0120481927710836,3.0120481927710863,0.1485116801573131,0.4156073895291938
mp-22700,3.1678637086140493,5.532401931748069,0.0831913805117412,0.35392719920361154
mp-752398,2.951096121416526,4.479342327150085,0.16236162361623618,0.45879448772888
mp-10846,3.289473684210526,3.289473684210527,0.1772629312805043,0.3922413673924414
mp-25180,2.216391208371178,2.98374276445396,0.24278459465313318,0.38939621229654703
mp-601285,1.5065741417092764,2.41964937910884,-0.25909890195457297,0.9220673778990381
mp-5652,1.139242316280971,3.201604213318568,0.05823228760125629,0.6671001201786726
mp-762869,2.4765594759199447,5.073214882868532,0.023001489112900238,0.4668084042716016
mp-13070,3.7928145941921074,4.002233804914371,0.12931034482758613,0.3893417863899669
mp-865900,2.7371014096072246,3.626659367729573,-0.0037778057438000784,0.5753955118831215
mp-12927,2.327335416442193,6.3139747871996565,0.057480328030005225,0.569167368781547
mp-6493,2.5944138161348804,4.532756593608125,0.15044035148807497,0.4088061555687808
mp-862424,2.8248587570621466,2.824858757062148,0.26243287407068255,0.3489008256886501
mp-862370,2.5906735751295336,2.590673575129534,0.30536073596880164,0.3295340667955921
mp-18893,2.2446114200666423,3.3274325687564783,0.051657265593157496,0.5818859496958729
mp-866012,2.083333333333333,2.083333333333334,0.012658263024998203,0.6455696193326468
mp-12772,2.5252525252525246,3.156565656565657,0.06833457459921068,0.49458773587645083
mp-4826,1.9616103636220013,5.02909502619869,0.06392694103803513,0.5590856141007284
mp-19726,4.219409282700422,4.219409282700423,0.1679520907454781,0.2884134728015438
mp-20714,1.5374988175884639,7.426272092904804,-0.01846931129591872,0.595744937379403
mp-753708,1.6007873290729153,3.471248069291888,0.0429831643042293,0.6208687041982407
mp-507,1.419408401290858,2.135807924583886,0.11102513206567764,0.6749991588807144
mp-862290,2.3364485981308407,2.3364485981308416,-0.06405964651875222,0.6791870297780445
mp-7237,-1500.0,-1500.0,-1500.0,-1500.0
mp-636334,1.572556297542205,2.2207876532660507,0.13673492878951274,0.5747517854379738
mp-1914,3.233278641057812,7.866036096901844,0.11830426446934517,0.2704309974547986
mp-3315,2.0120724346076457,2.012072434607646,0.23818751016854928,0.4815918780034001
mp-1521,3.0959752321981417,3.0959752321981435,0.15475314156983422,0.39478585857642545
mp-2682,2.355091831957178,4.638109660571132,0.0013180690712334701,0.5550370004093639
mp-4661,1.7014236731011254,3.5206335674440106,0.03905534264091444,0.7677922144760198
mp-1025136,3.2147129186602865,4.934210526315789,0.12014302940294384,0.28508290943903797
mp-37473,2.196328275630816,3.101684969402297,0.022532463500559985,0.677157233390008
mp-776864,1.6442403019312213,3.0385374958685882,0.17348824291809883,0.5069398138917731
mp-773296,3.6404368524222894,4.822800958337224,0.035530758047424754,0.38095246315348735
mp-559,2.6455026455026456,2.645502645502647,0.10418708656703386,0.49269708360947706
mp-15800,1.423168401762389,2.3199594494482794,0.02994873390280506,0.7215016622818978
mp-754213,0.21886627270737563,10.450864521777195,-0.044197478944136614,0.950093642758333
mp-600428,3.233420097169152,6.555666059161198,0.05141122302715229,0.3846952718565662
mp-570409,4.975124378109451,4.975124378109454,0.17262047472438005,0.18868376324975122
mp-24927,2.0434749291169627,3.231244731666198,0.0737536493445746,0.6449980932525272
mp-862684,2.2675736961451243,2.267573696145125,0.2673172952744839,0.39932945579975065
mp-643002,4.273504273504272,4.273504273504274,0.2089172088185288,0.22547770116612137
mp-2598,3.049701898508117,3.2695002335357324,-0.09508982040459993,0.6559787341377116
mp-10140,4.504504504504504,4.504504504504505,0.14432989740786634,0.2873710830619423
mp-13203,3.206337231233496,5.658242172764994,0.11236968859241137,0.3487662172469664
mp-29809,4.081632653061223,4.761904761904761,0.17254723974171765,0.25308835484966186
mp-1024984,2.049180327868852,2.049180327868853,0.08525880783240683,0.5856053592973737
mp-218,2.564102564102564,2.5641025641025643,0.19672698012565298,0.4227753142235464
mp-771856,1.3870409259623426,8.061720864352331,0.030968020039631866,0.510623767632127
mp-1221,1.81159420289855,1.8115942028985514,0.31530139126614426,0.4219474117466644
mp-10212,3.2435712909085685,6.077083000159924,0.04308848561961704,0.39436592383587954
mp-20619,1.7501189885368185,3.599574339774944,0.020691910297539688,0.5780485541342644
mp-1099,2.031457914939398,3.214423785577661,-0.24064195572263508,0.8444717489255531
mp-34688,0.9811039381512083,3.787061201263662,0.1916430898065148,0.5967450478876857
mvc-5948,2.061855670103093,2.061855670103095,0.181285242269292,0.49721034240775935
mp-11520,3.533568904593638,3.53356890459364,0.15855222724616677,0.38230693655370396
mp-317,2.4038461538461533,2.403846153846154,0.30000000277360633,0.3499999702931498
mp-754701,1.9733042418019626,3.5936597574279667,-0.0069295387794258935,0.6762504012232305
mp-282,3.058103975535167,3.058103975535168,0.18500468630000091,0.40974694161913433
mp-22752,3.511766057304145,4.529193606616562,0.07319220879856296,0.4049345965095079
mp-15053,1.466884392903601,2.532451357559992,0.14759708208753516,0.606095095653477
mp-8207,1.5115161052388375,1.8549071573810816,-0.10035990670378055,0.8452432853404865
mp-30073,3.802281368821293,3.8022813688212946,0.11868070611457482,0.3937661098459421
mp-763351,0.5612880183729074,4.752740061757069,-0.14892084496898303,0.5599132651921791
mp-30672,2.5905327802032576,2.9528450571547626,0.15976770721135822,0.4572597676391594
mp-9942,4.573505278437005,6.808471495442752,0.009651073918226805,0.3188599346440405
mp-754322,2.771102064838884,3.3351316886556486,0.20874560562152877,0.37085407976264984
mp-849359,3.9065565699543296,5.076762945166299,-0.04795872456649791,0.4394016885389711
mp-761574,1.7015211890288238,3.286699048893284,0.09507246802077929,0.5292579513742
mp-4076,2.3696682464454972,2.3696682464454986,0.2118502375576513,0.4624015370677576
mp-3676,3.3222591362126237,3.3222591362126246,0.17451225545691787,0.34943953348838885
mp-978534,4.393465825322876,4.540897564427671,0.12182741116751265,0.3296281426312224
mp-998527,2.0219218899648816,4.336490369266786,0.18325538640302286,0.43281426645931503
mp-6668,1.5347486475796086,5.635414339681861,0.10016064203381685,0.419740511477368
mp-2752,1.814882032667877,1.8148820326678772,0.12114456174968485,0.635464821233065
mp-362,2.4551042131648515,2.970161041101535,0.167493598858265,0.47101737640039837
mp-20862,3.080135263995183,3.205316083716981,0.16771070615034245,0.39529323629725055
mp-10898,2.5062656641603995,2.506265664160401,0.12473574946497429,0.4862579132558924
mp-555678,2.381892521876471,2.891388248481066,0.08813186971695099,0.5843868135015656
mp-16529,2.367299539330653,3.5828050456269076,0.1114829866921667,0.5232574600190745
mp-5292,2.8279312595170776,3.371764194039591,0.05270791259448465,0.4290675011782393
mp-20382,3.155954849113105,3.2020271826768023,0.1807190216678965,0.3996453325977445
mp-773450,1.1983223487118038,3.3239179434505974,0.14723436928026248,0.5876259600099251
mp-2323,2.341920374707259,2.34192037470726,-0.2593234529872658,0.8395490017543242
mp-13094,2.501268421761459,5.1749066788864315,0.04438577213340931,0.4226923481738764
mp-489,2.714440825190011,3.257328990228014,0.12657923320479916,0.45792481079394276
mp-30603,2.4390243902439015,2.4390243902439033,0.17766670778779972,0.44892688858777813
mp-30242,2.5866176570689534,9.189299571166021,0.02825134748524761,0.36435289088266065
mp-30493,2.1147014041617322,2.2274854790503578,0.08369281296058506,0.5794297181350303
mp-561637,1.656414325280876,2.3379809807438487,0.12446860272731282,0.5744642904481259
